subj_idx,cond,trial,is_surprise,is_self,response,feedback,rt,split_by,q_init
2,control_stranger,46,control,stranger,0,1,0.941,2,0.5
2,control_stranger,47,control,stranger,0,1,0.564,2,0.5
2,control_stranger,48,control,stranger,0,1,0.764,2,0.5
2,control_stranger,49,control,stranger,0,1,0.496,2,0.5
2,control_stranger,50,control,stranger,0,1,0.824,2,0.5
2,surprise_self,1,surprise,self,0,0,2.102,3,0.5
2,surprise_self,2,surprise,self,1,1,0.684,3,0.5
2,surprise_self,3,surprise,self,1,1,0.401,3,0.5
2,surprise_self,4,surprise,self,1,1,1.902,3,0.5
2,surprise_self,5,surprise,self,1,1,0.6,3,0.5
2,surprise_self,6,surprise,self,1,1,0.738,3,0.5
2,surprise_self,7,surprise,self,1,1,0.421,3,0.5
2,surprise_self,8,surprise,self,1,1,1.087,3,0.5
2,surprise_self,9,surprise,self,0,0,0.879,3,0.5
2,surprise_self,10,surprise,self,1,1,2.14,3,0.5
2,surprise_self,11,surprise,self,1,0,1.132,3,0.5
2,surprise_self,12,surprise,self,0,1,1.025,3,0.5
2,surprise_self,13,surprise,self,0,0,1.514,3,0.5
2,surprise_self,14,surprise,self,0,0,1.289,3,0.5
2,surprise_self,15,surprise,self,1,1,0.849,3,0.5
2,surprise_self,16,surprise,self,1,1,1.096,3,0.5
2,surprise_self,17,surprise,self,1,0,2.885,3,0.5
2,surprise_self,18,surprise,self,0,0,2.025,3,0.5
2,surprise_self,19,surprise,self,1,0,1.104,3,0.5
2,surprise_self,20,surprise,self,0,0,1.938,3,0.5
2,surprise_self,21,surprise,self,1,1,0.924,3,0.5
2,surprise_self,22,surprise,self,1,1,0.713,3,0.5
2,surprise_self,23,surprise,self,1,0,0.8,3,0.5
2,surprise_self,24,surprise,self,0,0,0.578,3,0.5
2,surprise_self,25,surprise,self,1,1,0.537,3,0.5
2,surprise_self,26,surprise,self,1,0,1.09,3,0.5
2,surprise_self,27,surprise,self,1,1,2.003,3,0.5
2,surprise_self,28,surprise,self,1,0,2.215,3,0.5
2,surprise_self,29,surprise,self,1,0,1.288,3,0.5
2,surprise_self,30,surprise,self,1,0,4.804,3,0.5
2,surprise_self,31,surprise,self,0,1,1.413,3,0.5
2,surprise_self,32,surprise,self,0,0,0.978,3,0.5
2,surprise_self,33,surprise,self,1,0,1.051,3,0.5
2,surprise_self,34,surprise,self,1,0,1.216,3,0.5
2,surprise_self,35,surprise,self,0,1,0.711,3,0.5
2,surprise_self,36,surprise,self,0,1,0.678,3,0.5
2,surprise_self,37,surprise,self,1,0,1.016,3,0.5
2,surprise_self,38,surprise,self,1,1,1.376,3,0.5
2,surprise_self,39,surprise,self,1,0,0.937,3,0.5
2,surprise_self,40,surprise,self,0,1,1.88,3,0.5
2,surprise_self,41,surprise,self,0,1,0.841,3,0.5
2,surprise_self,42,surprise,self,0,1,1.081,3,0.5
2,surprise_self,43,surprise,self,0,1,1.298,3,0.5
2,surprise_self,44,surprise,self,0,1,1.339,3,0.5
2,surprise_self,45,surprise,self,1,0,2.366,3,0.5
2,surprise_self,46,surprise,self,1,1,1.597,3,0.5
2,surprise_self,47,surprise,self,1,0,0.906,3,0.5
2,surprise_self,48,surprise,self,1,0,0.875,3,0.5
2,surprise_self,49,surprise,self,0,1,0.809,3,0.5
2,surprise_self,50,surprise,self,0,0,1.866,3,0.5
2,surprise_stranger,1,surprise,stranger,1,1,1.268,4,0.5
2,surprise_stranger,2,surprise,stranger,0,0,1.087,4,0.5
2,surprise_stranger,3,surprise,stranger,1,1,1.201,4,0.5
2,surprise_stranger,4,surprise,stranger,0,0,1.876,4,0.5
2,surprise_stranger,5,surprise,stranger,1,1,1.048,4,0.5
2,surprise_stranger,6,surprise,stranger,0,1,0.96,4,0.5
2,surprise_stranger,7,surprise,stranger,1,1,1.19,4,0.5
2,surprise_stranger,8,surprise,stranger,1,0,1.069,4,0.5
2,surprise_stranger,9,surprise,stranger,1,1,0.804,4,0.5
2,surprise_stranger,10,surprise,stranger,0,0,2.093,4,0.5
2,surprise_stranger,11,surprise,stranger,1,1,1.139,4,0.5
2,surprise_stranger,12,surprise,stranger,1,1,0.877,4,0.5
2,surprise_stranger,13,surprise,stranger,1,1,0.88,4,0.5
2,surprise_stranger,14,surprise,stranger,1,1,0.498,4,0.5
2,surprise_stranger,15,surprise,stranger,1,1,0.899,4,0.5
2,surprise_stranger,16,surprise,stranger,1,1,0.982,4,0.5
2,surprise_stranger,17,surprise,stranger,0,0,0.804,4,0.5
2,surprise_stranger,18,surprise,stranger,1,1,0.559,4,0.5
2,surprise_stranger,19,surprise,stranger,1,1,1.236,4,0.5
2,surprise_stranger,20,surprise,stranger,1,1,0.958,4,0.5
2,surprise_stranger,21,surprise,stranger,1,1,2.001,4,0.5
2,surprise_stranger,22,surprise,stranger,1,0,0.672,4,0.5
2,surprise_stranger,23,surprise,stranger,0,1,1.245,4,0.5
2,surprise_stranger,24,surprise,stranger,1,1,6.67,4,0.5
2,surprise_stranger,25,surprise,stranger,0,1,1.019,4,0.5
2,surprise_stranger,26,surprise,stranger,0,1,1.112,4,0.5
2,surprise_stranger,27,surprise,stranger,0,0,1.687,4,0.5
2,surprise_stranger,28,surprise,stranger,1,1,0.532,4,0.5
2,surprise_stranger,29,surprise,stranger,1,0,1.18,4,0.5
2,surprise_stranger,30,surprise,stranger,0,0,1.666,4,0.5
2,surprise_stranger,31,surprise,stranger,1,0,1.0145,4,0.5
2,surprise_stranger,32,surprise,stranger,1,0,0.764,4,0.5
2,surprise_stranger,33,surprise,stranger,1,0,0.561,4,0.5
2,surprise_stranger,34,surprise,stranger,0,1,0.721,4,0.5
2,surprise_stranger,35,surprise,stranger,0,1,1.039,4,0.5
2,surprise_stranger,36,surprise,stranger,0,1,0.792,4,0.5
2,surprise_stranger,37,surprise,stranger,0,1,0.726,4,0.5
2,surprise_stranger,38,surprise,stranger,1,0,1.273,4,0.5
2,surprise_stranger,39,surprise,stranger,1,0,1.296,4,0.5
2,surprise_stranger,40,surprise,stranger,1,0,0.584,4,0.5
2,surprise_stranger,41,surprise,stranger,0,1,0.633,4,0.5
2,surprise_stranger,42,surprise,stranger,1,1,0.852,4,0.5
2,surprise_stranger,43,surprise,stranger,1,0,0.854,4,0.5
2,surprise_stranger,44,surprise,stranger,1,0,1.168,4,0.5
2,surprise_stranger,45,surprise,stranger,0,0,0.984,4,0.5
2,surprise_stranger,46,surprise,stranger,0,1,1.223,4,0.5
2,surprise_stranger,47,surprise,stranger,1,0,0.901,4,0.5
2,surprise_stranger,48,surprise,stranger,0,1,0.609,4,0.5
2,surprise_stranger,49,surprise,stranger,1,0,1.495,4,0.5
2,surprise_stranger,50,surprise,stranger,1,0,0.992,4,0.5
3,control_self,1,control,self,1,1,6.651,1,0.5
3,control_self,3,control,self,1,1,3.475,1,0.5
3,control_self,4,control,self,1,0,1.496,1,0.5
3,control_self,5,control,self,1,1,1.918,1,0.5
3,control_self,6,control,self,1,1,2.255,1,0.5
3,control_self,8,control,self,1,1,0.793,1,0.5
3,control_self,9,control,self,1,1,3.13,1,0.5
3,control_self,10,control,self,0,0,2.148,1,0.5
3,control_self,11,control,self,1,1,1.134,1,0.5
3,control_self,13,control,self,1,1,1.59,1,0.5
3,control_self,14,control,self,1,1,3.412,1,0.5
3,control_self,15,control,self,1,1,5.511,1,0.5
3,control_self,16,control,self,1,1,1.674,1,0.5
3,control_self,18,control,self,1,0,1.535,1,0.5
3,control_self,19,control,self,0,0,1.203,1,0.5
3,control_self,20,control,self,1,1,1.873,1,0.5
3,control_self,21,control,self,1,1,1.709,1,0.5
3,control_self,23,control,self,0,1,1.34,1,0.5
3,control_self,24,control,self,0,0,2.299,1,0.5
3,control_self,25,control,self,1,1,1.134,1,0.5
3,control_self,26,control,self,0,1,2.137,1,0.5
3,control_self,28,control,self,0,1,1.254,1,0.5
3,control_self,29,control,self,0,1,0.704,1,0.5
3,control_self,30,control,self,1,1,1.455,1,0.5
3,control_self,31,control,self,1,0,1.757,1,0.5
3,control_self,33,control,self,0,1,1.843,1,0.5
3,control_self,34,control,self,1,0,1.903,1,0.5
3,control_self,35,control,self,0,0,1.513,1,0.5
3,control_self,36,control,self,0,1,0.815,1,0.5
3,control_self,38,control,self,0,0,1.534,1,0.5
3,control_self,39,control,self,0,0,0.595,1,0.5
3,control_self,40,control,self,1,0,1.435,1,0.5
3,control_self,41,control,self,0,1,0.964,1,0.5
3,control_self,43,control,self,0,0,0.575,1,0.5
3,control_self,44,control,self,1,0,1.961,1,0.5
3,control_self,45,control,self,0,1,0.827,1,0.5
3,control_self,46,control,self,0,1,1.358,1,0.5
3,control_self,48,control,self,0,1,1.252,1,0.5
3,control_self,49,control,self,0,1,2.998,1,0.5
3,control_self,50,control,self,0,0,1.533,1,0.5
3,control_stranger,1,control,stranger,1,1,6.427,2,0.5
3,control_stranger,2,control,stranger,1,1,0.968,2,0.5
3,control_stranger,3,control,stranger,1,1,0.945,2,0.5
3,control_stranger,4,control,stranger,1,1,0.726,2,0.5
3,control_stranger,5,control,stranger,1,1,1.751,2,0.5
3,control_stranger,6,control,stranger,1,1,1.285,2,0.5
3,control_stranger,7,control,stranger,1,1,0.43,2,0.5
3,control_stranger,8,control,stranger,1,0,0.976,2,0.5
3,control_stranger,9,control,stranger,0,1,1.21,2,0.5
3,control_stranger,10,control,stranger,0,0,2.769,2,0.5
3,control_stranger,11,control,stranger,1,1,1.299,2,0.5
3,control_stranger,12,control,stranger,0,1,0.946,2,0.5
3,control_stranger,13,control,stranger,0,0,0.81,2,0.5
3,control_stranger,14,control,stranger,0,0,0.638,2,0.5
3,control_stranger,15,control,stranger,1,1,1.514,2,0.5
3,control_stranger,16,control,stranger,0,0,2.791,2,0.5
3,control_stranger,17,control,stranger,1,1,1.378,2,0.5
3,control_stranger,18,control,stranger,0,0,0.703,2,0.5
3,control_stranger,19,control,stranger,1,1,0.819,2,0.5
3,control_stranger,20,control,stranger,1,0,1.0145,2,0.5
3,control_stranger,21,control,stranger,1,0,6.578,2,0.5
3,control_stranger,22,control,stranger,0,0,1.209,2,0.5
3,control_stranger,23,control,stranger,1,1,4.673,2,0.5
3,control_stranger,24,control,stranger,0,0,0.813,2,0.5
3,control_stranger,25,control,stranger,1,1,1.464,2,0.5
3,control_stranger,26,control,stranger,1,0,0.918,2,0.5
3,control_stranger,27,control,stranger,1,0,1.457,2,0.5
3,control_stranger,28,control,stranger,1,0,1.786,2,0.5
3,control_stranger,29,control,stranger,1,0,2.071,2,0.5
3,control_stranger,30,control,stranger,0,0,4.942,2,0.5
3,control_stranger,31,control,stranger,0,1,1.146,2,0.5
3,control_stranger,32,control,stranger,1,0,0.553,2,0.5
3,control_stranger,33,control,stranger,1,0,0.501,2,0.5
3,control_stranger,34,control,stranger,0,1,1.472,2,0.5
3,control_stranger,35,control,stranger,0,0,0.446,2,0.5
3,control_stranger,36,control,stranger,0,1,1.051,2,0.5
3,control_stranger,37,control,stranger,1,0,1.182,2,0.5
3,control_stranger,38,control,stranger,1,0,0.616,2,0.5
3,control_stranger,39,control,stranger,1,0,1.924,2,0.5
3,control_stranger,40,control,stranger,0,0,2.929,2,0.5
3,control_stranger,41,control,stranger,1,0,0.88,2,0.5
3,control_stranger,42,control,stranger,0,0,1.577,2,0.5
3,control_stranger,43,control,stranger,1,1,0.851,2,0.5
3,control_stranger,44,control,stranger,1,1,1.398,2,0.5
3,control_stranger,45,control,stranger,1,0,1.038,2,0.5
3,control_stranger,46,control,stranger,1,1,1.195,2,0.5
3,control_stranger,47,control,stranger,1,0,0.68,2,0.5
3,control_stranger,48,control,stranger,1,0,0.441,2,0.5
3,control_stranger,49,control,stranger,1,0,0.873,2,0.5
3,control_stranger,50,control,stranger,0,1,0.665,2,0.5
3,surprise_self,1,surprise,self,1,0,6.265,3,0.5
3,surprise_self,2,surprise,self,0,0,1.563,3,0.5
3,surprise_self,3,surprise,self,0,0,1.101,3,0.5
3,surprise_self,4,surprise,self,0,1,0.724,3,0.5
3,surprise_self,5,surprise,self,0,0,0.556,3,0.5
3,surprise_self,6,surprise,self,0,0,2.01,3,0.5
3,surprise_self,7,surprise,self,0,1,1.224,3,0.5
3,surprise_self,8,surprise,self,0,1,1.048,3,0.5
3,surprise_self,9,surprise,self,0,1,1.156,3,0.5
3,surprise_self,10,surprise,self,1,1,2.428,3,0.5
3,surprise_self,11,surprise,self,1,1,1.822,3,0.5
3,surprise_self,12,surprise,self,1,1,1.604,3,0.5
3,surprise_self,13,surprise,self,1,1,1.874,3,0.5
3,surprise_self,14,surprise,self,0,0,2.204,3,0.5
3,surprise_self,15,surprise,self,0,0,1.075,3,0.5
3,surprise_self,16,surprise,self,1,1,1.385,3,0.5
3,surprise_self,17,surprise,self,1,1,1.304,3,0.5
3,surprise_self,18,surprise,self,1,1,1.44,3,0.5
3,surprise_self,19,surprise,self,1,1,0.793,3,0.5
3,surprise_self,20,surprise,self,0,0,3.244,3,0.5
3,surprise_self,21,surprise,self,1,1,1.409,3,0.5
3,surprise_self,22,surprise,self,1,1,3.788,3,0.5
3,surprise_self,23,surprise,self,1,1,0.896,3,0.5
3,surprise_self,24,surprise,self,1,1,0.618,3,0.5
3,surprise_self,25,surprise,self,1,1,1.002,3,0.5
3,surprise_self,26,surprise,self,0,0,3.314,3,0.5
3,surprise_self,27,surprise,self,1,1,0.866,3,0.5
3,surprise_self,28,surprise,self,1,0,1.589,3,0.5
3,surprise_self,29,surprise,self,0,1,1.152,3,0.5
3,surprise_self,30,surprise,self,1,0,2.743,3,0.5
3,surprise_self,31,surprise,self,0,0,1.558,3,0.5
3,surprise_self,32,surprise,self,0,1,1.16,3,0.5
3,surprise_self,33,surprise,self,0,1,1.284,3,0.5
3,surprise_self,34,surprise,self,0,1,2.471,3,0.5
3,surprise_self,35,surprise,self,0,1,0.71,3,0.5
3,surprise_self,36,surprise,self,0,1,1.334,3,0.5
3,surprise_self,37,surprise,self,0,0,0.376,3,0.5
3,surprise_self,38,surprise,self,1,0,1.539,3,0.5
3,surprise_self,39,surprise,self,1,0,1.14,3,0.5
3,surprise_self,40,surprise,self,1,0,6.425,3,0.5
3,surprise_self,41,surprise,self,1,0,1.546,3,0.5
3,surprise_self,42,surprise,self,0,1,2.05,3,0.5
3,surprise_self,43,surprise,self,0,1,0.533,3,0.5
3,surprise_self,44,surprise,self,0,1,0.523,3,0.5
3,surprise_self,45,surprise,self,0,0,0.54,3,0.5
3,surprise_self,46,surprise,self,0,1,3.838,3,0.5
3,surprise_self,47,surprise,self,1,0,1.921,3,0.5
3,surprise_self,48,surprise,self,0,1,0.861,3,0.5
3,surprise_self,49,surprise,self,0,1,1.019,3,0.5
3,surprise_self,50,surprise,self,1,0,1.328,3,0.5
3,surprise_stranger,1,surprise,stranger,1,1,3.573,4,0.5
3,surprise_stranger,2,surprise,stranger,1,1,1.955,4,0.5
3,surprise_stranger,3,surprise,stranger,1,1,2.422,4,0.5
3,surprise_stranger,4,surprise,stranger,1,1,2.486,4,0.5
3,surprise_stranger,5,surprise,stranger,1,1,3.298,4,0.5
3,surprise_stranger,6,surprise,stranger,1,1,1.978,4,0.5
3,surprise_stranger,7,surprise,stranger,1,1,1.062,4,0.5
3,surprise_stranger,8,surprise,stranger,1,1,0.556,4,0.5
3,surprise_stranger,9,surprise,stranger,1,0,6.11,4,0.5
3,surprise_stranger,10,surprise,stranger,0,0,5.696,4,0.5
3,surprise_stranger,11,surprise,stranger,0,0,2.535,4,0.5
3,surprise_stranger,12,surprise,stranger,1,1,8.526,4,0.5
3,surprise_stranger,13,surprise,stranger,1,0,1.36,4,0.5
3,surprise_stranger,14,surprise,stranger,1,1,1.453,4,0.5
3,surprise_stranger,15,surprise,stranger,1,1,0.583,4,0.5
3,surprise_stranger,16,surprise,stranger,1,1,0.658,4,0.5
3,surprise_stranger,17,surprise,stranger,1,1,1.509,4,0.5
3,surprise_stranger,18,surprise,stranger,1,0,1.796,4,0.5
3,surprise_stranger,19,surprise,stranger,0,1,0.981,4,0.5
3,surprise_stranger,20,surprise,stranger,0,0,6.871,4,0.5
